person_id,id,name,character,role
2265,tm165164,Channing Tatum,Conrad Hauser / Duke,ACTOR
7038,tm165164,Joseph Mazzello,Mouse,ACTOR
7000,tm165164,RZA,Blind Master,ACTOR
6902,tm165164,Arnold Vosloo,Zartan,ACTOR
2251,tm165164,Walton Goggins,Warden Nigel James,ACTOR
3089,tm165164,Matt Gerald,Havoc,ACTOR
14302,tm165164,Joe Chrest,Chief of Staff,ACTOR
21647,tm165164,DeRay Davis,Stoop,ACTOR
5379,tm165164,Ravi Naidu,Chief Advisor,ACTOR
1823,tm165164,Terry Dale Parks,Greeter,ACTOR
30117,tm165164,Grant Goodman,First Son,ACTOR
594476,tm165164,Naim Alherimi,Pakistani President,ACTOR
1827,tm165164,Douglas M. Griffin,Doctor,ACTOR
11538,tm165164,James Carville,James Carville,ACTOR
61,tm165164,Ryan Hansen,Grunt,ACTOR
710650,tm165164,Joanna Leeds,Intern,ACTOR
8067,tm165164,Ilia Volok,Russian Leader,ACTOR
28636,tm165164,Dikran Tulaine,U.K. Leader,ACTOR
131668,tm165164,Robert Catrini,Israeli President,ACTOR
33883,tm165164,Marcelo Tubert,French Leader,ACTOR
30415,tm165164,James Lew,Chinese Leader,ACTOR
28979,tm165164,Ajay Mehta,Indian Leader,ACTOR
1080064,tm165164,Augustus Cho,North Korean Leader,ACTOR
995088,tm165164,Raja Deka,Indian Expert,ACTOR
320812,tm165164,Tiffany Lonsdale,British Expert,ACTOR
113689,tm165164,Chip Carriere,German Prison Guard (uncredited),ACTOR
82740,tm165164,Jim Palmer,Clutch,ACTOR
795151,tm165164,Arnold Chon,Red Cobra Ninja (uncredited),ACTOR
34447,tm165164,Dennis Keiffer,Arch Angel Joe (uncredited),ACTOR
8565,tm165164,Amin Joseph,Cobra Secret Service,ACTOR
603034,tm165164,Edgar Leza,Cobra Storm Trooper (uncredited),ACTOR
1814,tm165164,Aaron V. Williamson,Chief Hannar (uncredited),ACTOR
2231042,tm165164,Ricardo Vargas,Cobra Trooper (uncredited),ACTOR
1601,tm165164,Mikal Vega,Arch Angel Joe,ACTOR
46275,tm165164,Jon M. Chu,,DIRECTOR
7184,tm158666,Helen Mirren,Madam Mallory,ACTOR
29757,tm158666,Manish Dayal,Hassan,ACTOR
14176,tm158666,Om Puri,Papa,ACTOR
29758,tm158666,Charlotte Le Bon,Marguerite,ACTOR
24485,tm158666,Rohan Chand,Young Hassan,ACTOR
29760,tm158666,Juhi Chawla,Mama,ACTOR
29759,tm158666,Farzana Dua Elahe,Mahira,ACTOR
29761,tm158666,Dillon Mitra,Mukthar Kadam,ACTOR
29763,tm158666,Amit Shah,Mansur,ACTOR
29764,tm158666,Aria Pandya,Aisha,ACTOR
29765,tm158666,Michel Blanc,Mayor,ACTOR
79965,tm158666,Clément Sibony,Jean-Pierre,ACTOR
50995,tm158666,Vincent Elbaz,Paul,ACTOR
93967,tm158666,Alban Aumard,Marcel,ACTOR
29766,tm158666,Shuna Lemoine,Mayor's Wife,ACTOR
29767,tm158666,Antoine Blanquefort,Thomas,ACTOR
29768,tm158666,Malcolm Granath,Swedish Chef,ACTOR
93969,tm158666,Abhijit Buddhisagar,Baleine Grise Porter,ACTOR
63664,tm158666,Masood Akhtar,Anwar,ACTOR
92898,tm158666,Arthur Mazet,Waiter,ACTOR
93970,tm158666,Laetitia de Fombelle,Female Officer,ACTOR
29770,tm158666,Cédric Weber,Officer,ACTOR
29771,tm158666,Robert Gailhard,Mushroom Stall Holder,ACTOR
4863,tm158666,Matyelok Gibbs,Lady Shepherd,ACTOR
29772,tm158666,Paul Daubeze,Poultry Man,ACTOR
29774,tm158666,Didier Joy,Monsieur Itan,ACTOR
29773,tm158666,Max Rangotte,Angry Man,ACTOR
93974,tm158666,Saachi Parekh,Young Aisha,ACTOR
93975,tm158666,Shaunak Parekh,Young Mukhtar,ACTOR
29775,tm158666,Stéphanie Renouvin,Newsreader,ACTOR
29776,tm158666,Audrey Meschi,Baleine Grise Cook,ACTOR
29777,tm158666,Christian Allieres,Cafe Server,ACTOR
29778,tm158666,Patrick Blatger,Mechanic,ACTOR
29779,tm158666,Frederic Violante,Bike Rider,ACTOR
29769,tm158666,Piero Filippi,Dog Walker,ACTOR
29780,tm158666,Chantal Filippi,Dog Walker's Wife,ACTOR
29781,tm158666,Sanjay Sharma,Mob Leader,ACTOR
29782,tm158666,Morgan Perez,Guard,ACTOR
29762,tm158666,Jean Kinsell,French Critic (uncredited),ACTOR
14034,tm158666,Lasse Hallström,,DIRECTOR
51641,ts34377,Maxine Peake,Grace Middleton,ACTOR
86811,ts34377,John Simm,John Middleton,ACTOR
595252,ts34377,Emily Beecham,Caro Allingham,ACTOR
11516,ts34377,Augustus Prew,George Allingham,ACTOR
32803,ts34377,Annabelle Apsion,Margaret,ACTOR
37354,ts34377,Rupert Evans,Edmund Allingham,ACTOR
33901,ts34377,Anthony Flanagan,Arnold Hankin,ACTOR
86814,ts34377,Ainsley Howard,Norma,ACTOR
938,ts34377,David Ryall,Old Bert Middleton,ACTOR
86813,ts34377,Joe Armstrong,Bairstow,ACTOR
86815,ts34377,Jim Cartwright,Peter,ACTOR
41009,ts34377,Scott Handy,Robin Lane,ACTOR
52373,ts34377,Matt Stokoe,Gerard Eyre,ACTOR
18209,ts34377,Juliet Stevenson,Clem Allingham,ACTOR
93976,ts34377,Derek Riddell,,ACTOR
48350,ts34377,Ben Batt,,ACTOR
160246,ts15758,Lucy Worsley,Self - Presenter,ACTOR
11378,ts15758,Simon Callow,Himself,ACTOR
777472,ts15758,Ian Burney,Himself,ACTOR
777471,ts15758,Rosalind Crone,Herself,ACTOR
300700,ts15758,P.D. James,Herself,ACTOR
404901,ts15758,Simon Brett,Himself,ACTOR
777465,ts15758,John Russell Taylor,Himself,ACTOR
777469,ts15758,Charlotte Higgins,Herself,ACTOR
777468,ts15758,Jennifer Carnell,Herself,ACTOR
777467,ts15758,Alex McWhirter,Himself,ACTOR
777466,ts15758,Kathryn Johnson,Herself,ACTOR
144124,ts15758,Michael Kirk,Himself,ACTOR
771688,ts15758,Mathew Prichard,Himself,ACTOR
336616,ts15758,Kate Summerscale,Herself,ACTOR
691239,ts15758,Victor Gammon,Himself,ACTOR
196760,ts15758,Matthew Sweet,Himself,ACTOR
1373,ts15758,Graham Greene,Himself,ACTOR
777470,ts15758,Cathy Haill,Herself,ACTOR
4429,tm187142,Daniel Radcliffe,Wallace,ACTOR
21915,tm187142,Zoe Kazan,Chantry,ACTOR
2569,tm187142,Megan Park,Dalia,ACTOR
4396,tm187142,Adam Driver,Allan,ACTOR
13232,tm187142,Mackenzie Davis,Nicole,ACTOR
5083,tm187142,Rafe Spall,Ben,ACTOR
50189,tm187142,Jemima Rooper,Ellie,ACTOR
28402,tm187142,Jordan Hayes,Becky,ACTOR
11504,tm187142,Meghan Heffern,Tabby,ACTOR
46482,tm187142,Jonathan Cherry,Josh,ACTOR
5063,tm187142,Sarah Gadon,Megan,ACTOR
81615,tm187142,Tommie-Amber Pirie,Gretchen,ACTOR
81617,tm187142,Adam Fergus,Rolf,ACTOR
81614,tm187142,Lucius Hoyos,Felix,ACTOR
81616,tm187142,Rebecca Northan,Holly,ACTOR
4975,tm187142,Oona Chaplin,Julianne,ACTOR
67836,tm187142,Ennis Esmer,Paramedic Ozman Bey,ACTOR
17292,tm187142,Vanessa Matsui,Saleswoman,ACTOR
8441,tm187142,Sam Moses,Cabbie,ACTOR
38073,tm187142,Mike Wilmot,Murray,ACTOR
59065,tm187142,George Tchortov,Bartender,ACTOR
590477,tm187142,Tamara Duarte,Cute Girl,ACTOR
81619,tm187142,Rosalind Feldman,Antique Employee,ACTOR
81620,tm187142,Don Ritter,Karate Referee,ACTOR
36618,tm187142,Michael Dowse,,DIRECTOR
1847,tm166714,Jeremy Renner,Hansel,ACTOR
4966,tm166714,Gemma Arterton,Gretel,ACTOR
2818,tm166714,Famke Janssen,Muriel,ACTOR
8874,tm166714,Pihla Viitala,Mina,ACTOR
8875,tm166714,Derek Mears,Edward,ACTOR
5100,tm166714,Robin Atkin Downes,Edward (voice),ACTOR
7694,tm166714,Peter Stormare,Berringer,ACTOR
8583,tm166714,Thomas Mann,Ben Wosser,ACTOR
6279,tm166714,Ingrid Bolsø Berdal,Horned Witch,ACTOR
2259,tm166714,Zoë Bell,Tall Witch,ACTOR
8876,tm166714,Joanna Kulig,Red Haired Witch,ACTOR
6505,tm166714,Monique Ganderton,Candy Witch / Mother,ACTOR
8877,tm166714,Stephanie Corneliussen,Desert Witch (uncredited),ACTOR
589606,tm166714,Christian Rubeck,Tracker Jonathan,ACTOR
8880,tm166714,Thomas Scharff,Father,ACTOR
8881,tm166714,Kathrin Kühnel,Adrianna,ACTOR
8882,tm166714,Cedric Eich,Young Hansel,ACTOR
8883,tm166714,Alea Sophia Boudodimos,Young Gretel,ACTOR
597420,tm166714,Matthias Ziesing,Deputy,ACTOR
3713,tm166714,Sebastian Hülk,Deputy,ACTOR
595629,tm166714,Vegar Hoel,Gamekeeper,ACTOR
8886,tm166714,Jeppe Beck Laursen,Tracker William,ACTOR
8887,tm166714,Stig Frode Henriksen,Mute Tracker,ACTOR
3711,tm166714,Rainer Bock,Bürgermeister Englemann,ACTOR
638119,tm166714,Rose Wakesho,Witch,ACTOR
1004170,tm166714,Lucy Ella von Scheele,Mary Behlmer,ACTOR
401909,tm166714,Vanessa Wieduwilt,Tumor Witch (uncredited),ACTOR
8888,tm166714,Tommy Wirkola,Deputy #4 (uncredited),ACTOR
8888,tm166714,Tommy Wirkola,,DIRECTOR
35249,ts20914,Luke Pasqualino,D'Artagnan,ACTOR
20494,ts20914,Santiago Cabrera,Aramis,ACTOR
29526,ts20914,Tom Burke,Athos,ACTOR
86527,ts20914,Howard Charles,Porthos,ACTOR
70862,ts20914,Ryan Gage,King Louis,ACTOR
13059,ts20914,Hugo Speer,Treville,ACTOR
86528,ts20914,Alexandra Dowling,Queen Anne,ACTOR
602847,ts20914,Maimie McCoy,Milady de Winter,ACTOR
24663,ts20914,Tamla Kari,Constance,ACTOR
10301,ts20914,Rupert Everett,Governor Feron,ACTOR
4569,tm179096,John Turturro,Fioravante,ACTOR
16172,tm179096,Woody Allen,Murray,ACTOR
33890,tm179096,Vanessa Paradis,Avigal,ACTOR
917,tm179096,Liev Schreiber,Dovi,ACTOR
10440,tm179096,Sharon Stone,Dr. Parker,ACTOR
14211,tm179096,Sofía Vergara,Selima,ACTOR
598305,tm179096,Loan Chabanol,Loan,ACTOR
216,tm179096,Bob Balaban,Sol,ACTOR
18624,tm179096,Max Casella,Guy at Couner,ACTOR
17655,tm179096,Aida Turturro,Driver's Wife,ACTOR
75926,tm179096,Eugenia Kuzmina,Lady on Street,ACTOR
261057,tm179096,Ted Sutherland,Shmuel,ACTOR
89900,tm179096,Dante Hoagland,Coco,ACTOR
8411,tm179096,David Margulies,,ACTOR
711914,tm179096,Abe Altman,,ACTOR
43293,tm179096,Sol Frieder,,ACTOR
15360,tm179096,Michael Badalucco,,ACTOR
37585,tm179096,Allen Lewis Rickman,,ACTOR
4569,tm179096,John Turturro,,DIRECTOR
28339,tm140856,Jerzy Trela,Szymon Skiba,ACTOR
599792,tm140856,Agata Trzebuchowska,Anna / Ida Lebenstein,ACTOR
28336,tm140856,Agata Kulesza,Wanda Gruz,ACTOR
28337,tm140856,Dawid Ogrodnik,Lis,ACTOR
8876,tm140856,Joanna Kulig,Singer,ACTOR
28341,tm140856,Dorota Kuduk,Kaska,ACTOR
28338,tm140856,Adam Szyszkowski,Feliks Skiba,ACTOR
28340,tm140856,Artur Janusiak,Militia Man,ACTOR
28342,tm140856,Halina Skoczyńska,Mother Superior,ACTOR
774645,tm140856,Natalia Łągiewczyk,nowicjuszka Bronia,ACTOR
28348,tm140856,Paweł Pawlikowski,,DIRECTOR
7065,ts20115,Ron Perlman,Judge Pernell Harris,ACTOR
7154,ts20115,Dana Delany,Crystal Harris,ACTOR
5511,ts20115,Garret Dillahunt,KD,ACTOR
50737,ts20115,Elizabeth McLaughlin,Alicia Hopkins,ACTOR
304504,tm173089,Inna Shevchenko,Herself,ACTOR
304505,tm173089,Sasha Shevchenko,Herself,ACTOR
304506,tm173089,Anna Hutsol,Herself,ACTOR
304507,tm173089,Oksana Shachko,Herself,ACTOR
304200,tm173089,Andriy Haddad,,ACTOR
630204,tm173089,Kitty Green,,DIRECTOR
4712,tm141981,Leland Orser,Ansel,ACTOR
3540,tm141981,Mary Elizabeth Winstead,Claire,ACTOR
5870,tm141981,Chris Ellis,Dad,ACTOR
5888,tm141981,Jon Gries,Terry,ACTOR
20641,tm141981,Lance Reddick,Mick,ACTOR
5514,tm141981,Beth Grant,Evelyn,ACTOR
39992,tm141981,Cruz Flores,Hotel Staff,ACTOR
20640,tm141981,AJ Bowen,Angry Patron,ACTOR
39993,tm141981,Nicholas Tucci,James,ACTOR
1034391,tm141981,Suzan Averitt,Photo Studio Customer,ACTOR
33693,tm141981,Leonard Earl Howze,Raymond,ACTOR
306757,tm141981,Davey Johnson,Concierge,ACTOR
90891,tm141981,Kellie Matteson,Jennifer,ACTOR
339864,tm141981,Shira Weitz,Perky Waitress,ACTOR
101064,tm141981,David Zellner,Restaurant Manager,ACTOR
39994,tm141981,Riley Stearns,,DIRECTOR
4311,tm137133,Rose Leslie,Bea,ACTOR
22524,tm137133,Harry Treadaway,Paul,ACTOR
40581,tm137133,Ben Huber,Will,ACTOR
40582,tm137133,Hanna Brown,Annie,ACTOR
1557552,tm137133,Bob Harrison,Dark Figures,ACTOR
1558430,tm137133,Peter Leo,Dark Figures,ACTOR
40583,tm137133,Leigh Janiak,,DIRECTOR
8479,tm168985,Johnny Knoxville,Irving Zisman,ACTOR
13013,tm168985,Jackson Nicoll,Billy,ACTOR
54433,tm168985,Georgina Cates,Kimmy,ACTOR
6108,tm168985,Catherine Keener,Ellie,ACTOR
4096,tm168985,Spike Jonze,Gloria,ACTOR
90439,tm168985,Kamber Hejlik,Doctor,ACTOR
90440,tm168985,Grasie Mercedes,Hostess,ACTOR
31590,tm168985,Jack Polick,Funeral Worker,ACTOR
701401,tm168985,Zia Harris,Chuck,ACTOR
8492,tm168985,Jeff Tremaine,,DIRECTOR
22887,tm160028,Jill Larson,Deborah Logan,ACTOR
22888,tm160028,Anne Ramsay,Sarah Logan,ACTOR
2153,tm160028,Michelle Ang,Mia Medina,ACTOR
11807,tm160028,Ryan Cutrona,Harris,ACTOR
18127,tm160028,Brett Gentile,Gavin,ACTOR
22890,tm160028,Anne Bedian,Dr. Nazir,ACTOR
22889,tm160028,Jeremy DeCarlos,Luis,ACTOR
22891,tm160028,Tonya Bludsworth,Deputy Linda Tweed,ACTOR
22892,tm160028,Melissa Lozoff,Cara's Mother,ACTOR
22893,tm160028,Julianne Taylor,Cara,ACTOR
16984,tm160028,Adam Robitel,,DIRECTOR
887404,ts80482,Joan Bakewell,Herself - Host,ACTOR
9986,ts80482,Stephen Mangan,Himself,ACTOR
2224654,ts80482,Kathleen Soriano,Judge,ACTOR
1275265,ts80482,Tai Shan Schierenberg,Judge,ACTOR
929572,ts80482,Kate Bryan,Judge,ACTOR
7372,tm170507,Anton Yelchin,Odd Thomas,ACTOR
30554,tm170507,Addison Timlin,Stormy Llewellyn,ACTOR
4613,tm170507,Willem Dafoe,Wyatt Porter,ACTOR
36136,tm170507,Gugu Mbatha-Raw,Viola Peabody,ACTOR
21710,tm170507,Nico Tortorella,Simon Varner,ACTOR
7546,tm170507,Patton Oswalt,Ozzie P. Boone,ACTOR
90877,tm170507,Kyle McKeever,Officer Bern Eckles,ACTOR
12685,tm170507,Melissa Ordway,Lysette Spinelli,ACTOR
34754,tm170507,Leonor Varela,Odd's Mother,ACTOR
38688,tm170507,Shuler Hensley,Fungus Bob Robertson,ACTOR
3666,tm170507,Matthew Page,Harlo Landerson,ACTOR
28376,tm170507,Morse Bicknell,Kevin Goss,ACTOR
6902,tm170507,Arnold Vosloo,Tom Jedd,ACTOR
90880,tm170507,Ashley Sommers,Penny Kalisto,ACTOR
9805,tm170507,Laurel Harris,Karla Porter,ACTOR
90887,tm170507,Rob Lawrence Brown,Shamus Cocobolo,ACTOR
90878,tm170507,Maisha Diatta,Nicolina,ACTOR
90883,tm170507,Barney Lanning,Stevie,ACTOR
90882,tm170507,Carmen Corley,Levanna,ACTOR
90889,tm170507,Kyle T. Cowan,Lyle,ACTOR
90890,tm170507,Nell Murphy,Nell,ACTOR
90884,tm170507,Robin Lanning,Young Stormy,ACTOR
90879,tm170507,Jack Justice,Young Odd,ACTOR
90881,tm170507,Casey Messer,Pool Mom,ACTOR
90885,tm170507,Jesus Mayorga,Mexican Teenager,ACTOR
90886,tm170507,Talia Lanning,Ice Cream Girl,ACTOR
90888,tm170507,Andy Ryan,Police Captain,ACTOR
3660,tm170507,Kevin Wiggins,Foreman,ACTOR
90891,tm170507,Kellie Matteson,Nurse,ACTOR
90876,tm170507,Bryan Head,Bowling Alley Patron,ACTOR
36035,tm170507,Jermaine Washington,Head Bowling Alley Employee,ACTOR
90892,tm170507,Jimmy Romano,Bowling Alley Employee #2,ACTOR
90893,tm170507,Saleem Watley,Bowling Alley Employee #3,ACTOR
294559,tm170507,Laurence Chavez,Bowling Alley Employee #6,ACTOR
5857,tm170507,Stephen Sommers,,DIRECTOR
114442,ts20286,Michelle Keegan,Georgie Lane,ACTOR
35249,ts20286,Luke Pasqualino,Elvis Harte,ACTOR
95460,ts20286,Ben Aldridge,Captain James,ACTOR
95967,ts20286,Zubin Varla,Qaseem,ACTOR
122423,ts20286,Nick Preston,Mansfield Mike,ACTOR
122422,ts20286,Simon Lennon,Brains,ACTOR
4257,ts20286,Charley Palmer Rothwell,Baz Vegas,ACTOR
30162,tm188712,Ian Ziering,Fin Shepard,ACTOR
1005,tm188712,John Heard,George,ACTOR
16299,tm188712,Tara Reid,April,ACTOR
30163,tm188712,Cassandra Scerbo,Nova,ACTOR
1386889,tm188712,Chuck Hittinger,Matt,ACTOR
158717,tm188712,Marcus Choi,Palmer,ACTOR
30168,tm188712,Aubrey Peeples,Claudia,ACTOR
24396,tm188712,Connor Weil,Luellyn,ACTOR
46340,tm188712,Julie McCullough,Joni Waves,ACTOR
275156,tm188712,Heather Jocelyn Blair,Candice,ACTOR
30164,tm188712,Jaason Simmons,Baz,ACTOR
201350,tm188712,Alex Arleo,Bobby,ACTOR
30165,tm188712,Sumiko Braun,Deanna,ACTOR
30167,tm188712,Diane Chambers,Agnes,ACTOR
30170,tm188712,Christopher Wolfe,Colin,ACTOR
30166,tm188712,Adrian Bustamante,Kelso,ACTOR
29485,tm188712,Robbie Rist,Bus Driver,ACTOR
30171,tm188712,Anthony C. Ferrante,,DIRECTOR
6750,tm162434,Mark Strong,John Washington,ACTOR
53736,tm162434,Taissa Farmiga,Anna Greene,ACTOR
2325,tm162434,Brian Cox,Sebastian,ACTOR
13062,tm162434,Saskia Reeves,Michelle Greene,ACTOR
590939,tm162434,Richard Dillane,Robert Greene,ACTOR
4576,tm162434,Indira Varma,Judith Morrow,ACTOR
8205,tm162434,Noah Taylor,Peter Lundgren,ACTOR
46657,tm162434,Alberto Ammann,Tom Ortega,ACTOR
18678,tm162434,Jessica Barden,Megan 'Mousey' Scanlon,ACTOR
94422,tm162434,Clare Calbraith,Jaime Feld,ACTOR
19650,tm162434,Julio Perillán,Senator Rockford,ACTOR
76655,tm162434,Rod Hallett,Detective Worner,ACTOR
10589,tm162434,Sanny van Heteren,Samantha Harris,ACTOR
2199,tm162434,Antonia Clarke,Susan Merrick,ACTOR
131664,tm162434,Frida Palsson,Anna Washington,ACTOR
669376,tm162434,Molly Stein,Daniela Hooper,ACTOR
669372,tm162434,Simon Cohen,Ralph,ACTOR
669426,tm162434,Aisha Prigann,Marjorie,ACTOR
91752,tm162434,Minnie Marx,Mrs. Ortega,ACTOR
669367,tm162434,Eliza Bateman,5 Year Old Anna Greene,ACTOR
94424,tm162434,Jorge Dorado,,DIRECTOR
10291,tm137353,William Moseley,Andreas Gruber,ACTOR
122774,tm137353,Eugenia Costantini,Francesca Calzolari,ACTOR
16488,tm137353,Claudia Cardinale,Nuria Calzolari,ACTOR
18579,tm137353,Werner Daehn,Sven Kornatz,ACTOR
48772,tm137353,Corrado Invernizzi,Nicola Quinziato,ACTOR
275388,tm137353,Michael Cadeddu,Bepi Moiola,ACTOR
56438,tm137353,Fritz Karl,Fritz Weinberger,ACTOR
63800,tm137353,Julia Gschnitzer,Anastasia Gruber,ACTOR
142178,tm137353,Peter Mitterrutzner,Josef,ACTOR
275389,tm137353,Lucas Zolgar,Peter Mitterrutzner,ACTOR
275394,tm137353,Ernst Gossner,,DIRECTOR
4234,tm178257,Ed Harris,Demi,ACTOR
15625,tm178257,David Duchovny,Bruni,ACTOR
9719,tm178257,Lance Henriksen,Markov,ACTOR
11750,tm178257,William Fichtner,Alex,ACTOR
13144,tm178257,Johnathon Schaech,Pavlov,ACTOR
19383,tm178257,Jason Beghe,Semak,ACTOR
33253,tm178257,Dagmara Domińczyk,Sophi,ACTOR
34778,tm178257,Derek Magyar,Garin,ACTOR
31790,tm178257,Sean Patrick Flanery,Tyrtov,ACTOR
29827,tm178257,Jason Gray-Stanford,Sasha,ACTOR
34779,tm178257,Julian Adams,Bavenod,ACTOR
20114,tm178257,Kip Pardue,Yanis,ACTOR
34780,tm178257,Jacob Witkin,Priest,ACTOR
33671,tm178257,Matt Bushell,Sentry,ACTOR
34781,tm178257,Daren Flam,Stepan,ACTOR
34782,tm178257,Todd Robinson,,DIRECTOR
23773,ts34566,Volker Bruch,Wilhelm Winter,ACTOR
601,ts34566,Tom Schilling,Friedhelm Winter,ACTOR
32385,ts34566,Katharina Schüttler,Greta Müller,ACTOR
91925,ts34566,Ludwig Trepte,Viktor Goldstein,ACTOR
547,ts34566,Miriam Stein,Charlotte,ACTOR
43829,ts34566,Mark Waschke,Sturmbannführer Dorn,ACTOR
141986,ts34566,Henriette Richter-Röhl,Hildegard,ACTOR
576,ts34566,Götz Schubert,Dr. Jahn,ACTOR
18590,ts34566,Hildegard Schroedter,Head Nurse Brigitte,ACTOR
3690,ts34566,Sylvester Groth,Standartenführer Hiemer,ACTOR
590134,tm151013,Julian Ovenden,Captain Gabriel Jackson,ACTOR
77824,tm151013,Chris Reilly,Sergeant Harry McBain,ACTOR
192851,tm151013,Matt Willis,Private Billy Munns,ACTOR
8152,tm151013,Edmund Kingsley,Private Yorkie Jones,ACTOR
192852,tm151013,Leon Vickers,Private Jim Scales,ACTOR
85392,tm151013,Mark Moraghan,Colonel Slade,ACTOR
192853,tm151013,Paul Ridley,Major Davis,ACTOR
78691,tm151013,Frank Lebœuf,Marcel Deville,ACTOR
589452,tm151013,Steven Hartley,Brigadier General Groves,ACTOR
40947,tm151013,Erich Redman,Lieutenant Colonel Kaltz,ACTOR
18579,tm151013,Werner Daehn,Captain Dekker,ACTOR
277235,tm151013,Emmanuelle Bouaziz,Catherine,ACTOR
239996,tm151013,Colin Mcleod,Col. Kellermann,ACTOR
875730,tm151013,Jens Nier,Officer Braun,ACTOR
120462,tm151013,Dominic Burns,,DIRECTOR
1540,ts11744,Mark Addy,Hercules,ACTOR
589312,ts11744,Jack Donnelly,Jason,ACTOR
11518,ts11744,Robert Emms,Pythagoras,ACTOR
114521,ts11744,Aiysha Hart,Ariadne,ACTOR
34435,ts11744,Sarah Parish,Pasiphae,ACTOR
18209,ts11744,Juliet Stevenson,The Oracle,ACTOR
50189,ts11744,Jemima Rooper,Medusa,ACTOR
67738,ts11744,Amy Manson,Medea,ACTOR
7006,ts11744,Vincent Regan,Dion,ACTOR
114522,ts11744,Lorcan Cranitch,Cilix,ACTOR
62876,ts11744,Robert Lindsay,Daedalus,ACTOR
4822,tm147278,Bill Nighy,Cliff,ACTOR
4830,tm147278,Imelda Staunton,Hefina,ACTOR
4932,tm147278,Dominic West,Jonathan,ACTOR
7716,tm147278,Paddy Considine,Dai,ACTOR
10278,tm147278,Andrew Scott,Gethin,ACTOR
20790,tm147278,George MacKay,"Joe ""Bromley""",ACTOR
1957,tm147278,Joseph Gilgun,Mike,ACTOR
33908,tm147278,Ben Schnetzer,Mark Ashton,ACTOR
17766,tm147278,Chris Overton,Reggie,ACTOR
82732,tm147278,Faye Marsay,Steph,ACTOR
77967,tm147278,Freddie Fox,Jeff,ACTOR
20674,tm147278,Jessica Gunning,Siân James,ACTOR
20675,tm147278,Joshua Hill,Ray,ACTOR
38170,tm147278,Lisa Palfrey,Maureen,ACTOR
20679,tm147278,Liz White,Margaret,ACTOR
11122,tm147278,Monica Dolan,Marion,ACTOR
43165,tm147278,Rhodri Meilir,Martin,ACTOR
427764,tm147278,Menna Trussler,Gwen,ACTOR
20678,tm147278,Karina Fernandez,Stella,ACTOR
840,tm147278,Jessie Cave,Zoe,ACTOR
15770,tm147278,Russell Tovey,Tim,ACTOR
865365,tm147278,Nia Gwynne,Gail,ACTOR
1416373,tm147278,Jack Baggs,Gary,ACTOR
240950,tm147278,Dyfan Dwyfor,Lee,ACTOR
99664,tm147278,Johnny Gibbon,Johnny,ACTOR
160849,tm147278,Kyle Rees,Carl,ACTOR
592546,tm147278,Lee Shepherd,Rhodri,ACTOR
745197,tm147278,Jordan Metcalfe,Charlie,ACTOR
687472,tm147278,Joseph Wilkins,Jason,ACTOR
1264984,tm147278,Laura Matthews,Tina,ACTOR
80761,tm147278,Roger Morlidge,Wardrobe Master,ACTOR
237126,tm147278,Matthew Tennyson,Boy from printers,ACTOR
1264362,tm147278,Mary-Anne Dymond,Rowena,ACTOR
89454,tm147278,Sophie Evans,Debbie,ACTOR
1264357,tm147278,Lucy Timmons,Woman with Little Girl,ACTOR
843016,tm147278,Dean Ashton,Young Man,ACTOR
803647,tm147278,Adam Ewan,Lecturer,ACTOR
5185,tm147278,Jim McManus,Old Man,ACTOR
20676,tm147278,Shane Salter,Policeman 1,ACTOR
1264359,tm147278,Josh Rochford,Drag Queen,ACTOR
1264598,tm147278,Dion Lloyd-Jones,Miner,ACTOR
412285,tm147278,Christian Patterson,Bingo Caller,ACTOR
338810,tm147278,Deddie Davies,Old Lady (at Bingo),ACTOR
1264595,tm147278,Bronwen Lewis,Miner's Wife (Singer),ACTOR
1056849,tm147278,Ross Waiton,Passerby Spitter,ACTOR
140798,tm147278,Olwen Medi,Gethin's Mum,ACTOR
118476,tm147278,Jâms Thomas,Union Man,ACTOR
224920,tm147278,Julie Barclay,Woman 1,ACTOR
116501,tm147278,Jaimi Barbakoff,Receptionist,ACTOR
296163,tm147278,Ed Coleman,Journalist 2,ACTOR
859002,tm147278,Tomos Eames,Volunteer 1,ACTOR
1264608,tm147278,Matthew Seadon-Young,Volunteer 2,ACTOR
85684,tm147278,Alexander Perkins,Smiley Straight Man,ACTOR
450655,tm147278,Feargal Quinn,Jimmy Somerville,ACTOR
57778,tm147278,Lauren Johns,Straight Girl,ACTOR
168858,tm147278,Sean Hart,Young Gay Electrician,ACTOR
1264617,tm147278,Nick Blair,Rubber Man,ACTOR
354342,tm147278,Bill Nash,Barman,ACTOR
83371,tm147278,Richard Shanks,Tim's Friend,ACTOR
1264633,tm147278,Huw Euron,Miner - Poem,ACTOR
258853,tm147278,Derek Barr,Drunken Gay Man,ACTOR
23148,tm147278,Henry Garrett,Man,ACTOR
338613,tm147278,Neal Barry,Motorist,ACTOR
904547,tm147278,James McGregor,Policeman,ACTOR
1264620,tm147278,Clare Lawrence-Moody,TV Woman,ACTOR
1529855,tm147278,Giles Cooper,Steward,ACTOR
801967,tm147278,Jefferson King,Miner (uncredited),ACTOR
20680,tm147278,Matthew Warchus,,DIRECTOR
13473,ts21389,Jean Reno,Jo St-Clair,ACTOR
14015,ts21389,Jill Hennessy,Karyn,ACTOR
